SYMBOL, NAME OF COMPANY, SERIES, FACE VALUE, PAID UP VALUE, MKT LOT, IP RATE, DATE OF LISTING, DATE OF ALLOTMENT, REDEMPTION DATE, REDEMPTION AMT, CONVERSION DATE, CONVERSION AMT, INTEREST PAYMENT DT
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,28-FEB-2017,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,31-MAR-2017,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,30-APR-2017,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,31-MAY-2017,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,30-JUN-2017,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,31-JUL-2017,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,31-AUG-2017,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,30-SEP-2017,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,31-OCT-2017,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,30-NOV-2017,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,31-DEC-2017,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,31-JAN-2018,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,28-FEB-2018,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,31-MAR-2018,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,30-APR-2018,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,31-MAY-2018,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,30-JUN-2018,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,31-JUL-2018,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,31-AUG-2018,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,30-SEP-2018,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,31-OCT-2018,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,30-NOV-2018,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,31-DEC-2018,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,31-JAN-2019,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,28-FEB-2019,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,31-MAR-2019,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,30-APR-2019,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,31-MAY-2019,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,30-JUN-2019,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,31-JUL-2019,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,31-AUG-2019,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,30-SEP-2019,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,31-OCT-2019,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,30-NOV-2019,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,31-DEC-2019,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,31-JAN-2020,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,28-FEB-2020,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,31-MAR-2020,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,30-APR-2020,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,31-MAY-2020,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,30-JUN-2020,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,31-JUL-2020,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,31-AUG-2020,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,30-SEP-2020,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,31-OCT-2020,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,30-NOV-2020,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,31-DEC-2020,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,31-JAN-2021,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,28-FEB-2021,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,31-MAR-2021,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,30-APR-2021,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,31-MAY-2021,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,30-JUN-2021,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,31-JUL-2021,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,31-AUG-2021,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,30-SEP-2021,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,31-OCT-2021,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,30-NOV-2021,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,31-DEC-2021,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,31-JAN-2022,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,28-FEB-2022,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,31-MAR-2022,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,30-APR-2022,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,31-MAY-2022,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,30-JUN-2022,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,31-JUL-2022,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,31-AUG-2022,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,30-SEP-2022,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,31-OCT-2022,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,30-NOV-2022,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,31-DEC-2022,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,31-JAN-2023,INE005A08AA6
ICICI0101,ICICI Limited,NC,5000,5000,1,0,22-FEB-2001,19-JAN-2001,19-JAN-2023,,,,,INE005A08AA6
ICICI0102,ICICI Limited,NB,40000,5000,1,0,18-FEB-2002,23-JAN-2002,23-JAN-2023,40000,,,,INE005A11AU8
ICICI0102,ICICI Limited,NB,40000,5000,1,0,18-FEB-2002,23-JAN-2002,23-JAN-2023,,,,23-JAN-2023,INE005A11AU8
ICICI0199,ICICI Limited,NB,100000,4000,1,0,15-JAN-1999,11-JAN-1999,11-JUN-2023,100000,,,,INE005A11382
ICICI0199,ICICI Limited,NB,100000,4000,1,0,15-JAN-1999,11-JAN-1999,11-JUN-2023,,,,11-JUN-2023,INE005A11382
ICICI0202,ICICI Limited,NC,40000,5000,1,0,15-MAR-2002,19-FEB-2002,19-FEB-2023,40000,,,,INE005A11BA8
ICICI0202,ICICI Limited,NC,40000,5000,1,0,15-MAR-2002,19-FEB-2002,19-FEB-2023,,,,19-FEB-2023,INE005A11BA8
ICICI0302,ICICI Limited,NC,40000,5000,1,0,30-APR-2002,27-MAR-2002,27-MAR-2023,40000,,,,INE005A11BF7
ICICI0302,ICICI Limited,NC,40000,5000,1,0,30-APR-2002,27-MAR-2002,27-MAR-2023,,,,27-MAR-2023,INE005A11BF7
ICICI0401,ICICI Limited,N9,40000,5000,1,0,30-MAY-2001,26-APR-2001,26-JUL-2022,40000,,,,INE005A11846
ICICI0401,ICICI Limited,N9,40000,5000,1,0,30-MAY-2001,26-APR-2001,26-JUL-2022,,,,26-JUL-2022,INE005A11846
ICICI0402,ICICI Limited,NC,40000,5000,1,0,30-MAY-2002,23-APR-2002,23-JUL-2023,40000,,,,INE005A11BK7
ICICI0402,ICICI Limited,NC,40000,5000,1,0,30-MAY-2002,23-APR-2002,23-JUL-2023,,,,23-JUL-2023,INE005A11BK7
ICICI0699,ICICI Limited,NA,100000,5000,1,0,14-JUL-1999,16-JUN-1999,16-APR-2023,100000,,,,INE005A11531
ICICI0699,ICICI Limited,NA,100000,5000,1,0,14-JUL-1999,16-JUN-1999,16-APR-2023,,,,16-APR-2023,INE005A11531
ICICI0701,ICICI Limited,N8,40000,5000,1,0,30-AUG-2001,24-JUL-2001,24-APR-2022,40000,,,,INE005A11911
ICICI0701,ICICI Limited,N8,40000,5000,1,0,30-AUG-2001,24-JUL-2001,24-APR-2022,,,,24-APR-2022,INE005A11911
ICICI0801,ICICI Limited,NA,40000,5000,1,0,03-OCT-2001,28-AUG-2001,28-AUG-2022,40000,,,,INE005A11960
ICICI0801,ICICI Limited,NA,40000,5000,1,0,03-OCT-2001,28-AUG-2001,28-AUG-2022,,,,28-AUG-2022,INE005A11960
ICICI0901,ICICI Limited,NB,40000,5000,1,0,23-OCT-2001,27-SEP-2001,27-SEP-2022,40000,,,,INE005A11AC6
ICICI0901,ICICI Limited,NB,40000,5000,1,0,23-OCT-2001,27-SEP-2001,27-SEP-2022,,,,27-SEP-2022,INE005A11AC6
ICICI1000,ICICI Limited,NB,50000,5000,1,0,17-NOV-2000,05-OCT-2000,05-JAN-2022,50000,,,,INE005A11085
ICICI1000,ICICI Limited,NB,50000,5000,1,0,17-NOV-2000,05-OCT-2000,05-JAN-2022,,,,05-JAN-2022,INE005A11085
ICICI1098,ICICI Limited,NB,100000,4000,1,0,20-OCT-1998,05-OCT-1998,05-DEC-2022,100000,,,,INE005A11309
ICICI1098,ICICI Limited,NB,100000,4000,1,0,20-OCT-1998,05-OCT-1998,05-DEC-2022,,,,05-DEC-2022,INE005A11309
ICICI1100,ICICI Limited,NA,50000,5000,1,0,21-DEC-2000,14-NOV-2000,14-OCT-2021,50000,,,,INE005A11200
ICICI1100,ICICI Limited,NA,50000,5000,1,0,21-DEC-2000,14-NOV-2000,14-OCT-2021,,,,14-OCT-2021,INE005A11200
ICICI1101,ICICI Limited,NC,40000,5000,1,0,11-DEC-2001,12-NOV-2001,12-NOV-2022,5000,,,,INE005A11AI3
ICICI1101,ICICI Limited,NC,40000,5000,1,0,11-DEC-2001,12-NOV-2001,12-NOV-2022,,,,12-NOV-2022,INE005A11AI3
ICICI1200,ICICI Limited,NA,50000,5000,1,0,23-JAN-2001,13-DEC-2000,13-MAR-2022,50000,,,,INE005A11440
ICICI1200,ICICI Limited,NA,50000,5000,1,0,23-JAN-2001,13-DEC-2000,13-MAR-2022,,,,13-MAR-2022,INE005A11440
ICICI1201,ICICI Limited,NB,40000,5000,1,0,18-JAN-2002,24-DEC-2001,24-DEC-2022,40000,,,,INE005A11AO1
ICICI1201,ICICI Limited,NB,40000,5000,1,0,18-JAN-2002,24-DEC-2001,24-DEC-2022,,,,24-DEC-2022,INE005A11AO1
ICICI1298,ICICI Limited,NB,100000,4000,1,0,07-DEC-1998,01-DEC-1998,01-MAY-2023,100000,,,,INE005A11341
ICICI1298,ICICI Limited,NB,100000,4000,1,0,07-DEC-1998,01-DEC-1998,01-MAY-2023,,,,01-MAY-2023,INE005A11341
ICICI1299,ICICI Limited,NC,100000,8500,1,0,09-FEB-2000,24-DEC-1999,24-SEP-2022,100000,,,,INE005A11697
ICICI1299,ICICI Limited,NC,100000,8500,1,0,09-FEB-2000,24-DEC-1999,24-SEP-2022,,,,24-SEP-2022,INE005A11697
IDFCFIRSTB,IDFC First Bank Limited,N9,5000,5000,1,9,19-OCT-2015,30-DEC-2011,30-DEC-2021,,,,,INE092T08CK9
IDFCFIRSTB,IDFC First Bank Limited,NA,5000,5000,1,0,19-OCT-2015,30-DEC-2011,30-DEC-2021,,,,,INE092T08CL7
IDFCFIRSTB,IDFC First Bank Limited,NB,5000,5000,1,8.7,19-OCT-2015,21-MAR-2012,21-MAR-2022,,,,,INE092T08CM5
IDFCFIRSTB,IDFC First Bank Limited,NC,5000,5000,1,0,19-OCT-2015,21-MAR-2012,21-MAR-2022,,,,,INE092T08CN3
IDFCFIRSTB,IDFC First Bank Limited,ND,5000,5000,1,8.43,19-OCT-2015,31-MAR-2012,31-MAR-2022,,,,,INE092T08CO1
IDFCFIRSTB,IDFC First Bank Limited,NE,5000,5000,1,0,19-OCT-2015,31-MAR-2012,31-MAR-2022,,,,,INE092T08CP8
IFCI,IFCI Limited,NF,1000,1000,1,9.9,04-DEC-2014,01-DEC-2014,01-DEC-2021,,,,,INE039A07785
IFCI,IFCI Limited,NG,1000,1000,1,0,04-DEC-2014,01-DEC-2014,01-DEC-2021,,,,,INE039A07793
IFCI,IFCI Limited,NH,1000,1000,1,9.9,04-DEC-2014,01-DEC-2014,01-DEC-2024,,,,,INE039A07801
IFCI,IFCI Limited,NI,1000,1000,1,0,04-DEC-2014,01-DEC-2014,01-DEC-2024,,,,,INE039A07819
IFCI,IFCI Limited,NL,1000,1000,1,9.4,18-FEB-2015,13-FEB-2015,13-FEB-2025,,,,,INE039A07843
IFCI,IFCI Limited,NM,1000,1000,1,0,18-FEB-2015,13-FEB-2015,13-FEB-2025,,,,,INE039A07850
IIFCL,India Infrastructure Finance Company Limited,N1,1000,1000,1,7.4,22-MAR-2017,22-JAN-2013,22-JAN-2033,,,,,INE787H07156
IIFCL,India Infrastructure Finance Company Limited,N2,1000,1000,1,8.66,22-MAR-2017,22-JAN-2014,22-JAN-2024,,,,,INE787H07354
IIFCL,India Infrastructure Finance Company Limited,N3,1000,1000,1,8.66,22-MAR-2017,22-JAN-2014,22-JAN-2034,,,,,INE787H07347
IIFCL,India Infrastructure Finance Company Limited,N4,1000,1000,1,8.91,22-MAR-2017,22-JAN-2014,22-JAN-2034,,,,,INE787H07370
IIFL,IIFL Finance Limited,N1,1000,1000,1,9.5,22-JUN-2020,,07-MAY-2022,,,,,INE866I07BY4
IIFL,IIFL Finance Limited,N2,1000,1000,1,9.6,22-JUN-2020,,07-MAY-2022,,,,,INE866I07BZ1
IIFL,IIFL Finance Limited,N3,1000,1000,1,,22-JUN-2020,,07-MAY-2022,,,,,INE866I07CB0
IIFL,IIFL Finance Limited,N4,1000,1000,1,9.75,22-JUN-2020,,07-FEB-2024,,,,,INE866I07CD6
IIFL,IIFL Finance Limited,N5,1000,1000,1,10.2,22-JUN-2020,,07-FEB-2024,,,,,INE866I07CF1
IIFL,IIFL Finance Limited,N6,1000,1000,1,10,22-JUN-2020,,07-FEB-2029,,,,,INE866I08279
IIFL,IIFL Finance Limited,N7,1000,1000,1,10.5,22-JUN-2020,,07-FEB-2029,,,,,INE866I08295
IIFL,IIFL Finance Limited,N9,1000,1000,1,9.5,22-JUN-2020,,06-DEC-2022,,,,,INE866I07CK1
IIFL,IIFL Finance Limited,NA,1000,1000,1,,22-JUN-2020,,06-DEC-2022,,,,,INE866I07CL9
IIFL,IIFL Finance Limited,NB,1000,1000,1,9.85,22-JUN-2020,,06-DEC-2022,,,,,INE866I07CM7
IIFL,IIFL Finance Limited,NC,1000,1000,1,10,22-JUN-2020,,06-JUN-2025,,,,,INE866I08303
IIFL,IIFL Finance Limited,ND,1000,1000,1,,22-JUN-2020,,06-JUN-2025,,,,,INE866I08311
IIFL,IIFL Finance Limited,NE,1000,1000,1,10,25-MAR-2021,,24-JUN-2028,,,,,INE530B08094
IIFL,IIFL Finance Limited,NF,1000,1000,1,9.6,25-MAR-2021,,24-JUN-2028,,,,,INE530B08102
IIFL,IIFL Finance Limited,NG,1000,1000,1,,25-MAR-2021,,24-JUN-2028,,,,,INE530B08110
INDIGRID,India Grid Trust,NA,1000,1000,1,6.65,10-MAY-2021,,06-MAY-2024,,,,,INE219X07173
INDIGRID,India Grid Trust,NB,1000,1000,1,6.75,10-MAY-2021,,06-MAY-2024,,,,,INE219X07181
INDIGRID,India Grid Trust,NC,1000,1000,1,7.45,10-MAY-2021,,06-MAY-2026,,,,,INE219X07199
INDIGRID,India Grid Trust,ND,1000,1000,1,7.6,10-MAY-2021,,06-MAY-2026,,,,,INE219X07207
INDIGRID,India Grid Trust,NE,1000,1000,1,7.7,10-MAY-2021,,06-MAY-2028,,,,,INE219X07215
INDIGRID,India Grid Trust,NF,1000,1000,1,7.9,10-MAY-2021,,06-MAY-2028,,,,,INE219X07223
INDIGRID,India Grid Trust,NG,1000,1000,1,7.49,10-MAY-2021,,06-MAY-2028,,,,,INE219X07231
INDIGRID,India Grid Trust,NH,1000,1000,1,7.69,10-MAY-2021,,06-MAY-2028,,,,,INE219X07249
INDIGRID,India Grid Trust,NI,1000,1000,1,7.95,10-MAY-2021,,06-MAY-2031,,,,,INE219X07256
INDIGRID,India Grid Trust,NJ,1000,1000,1,8.2,10-MAY-2021,,06-MAY-2031,,,,,INE219X07264
INDIGRID,India Grid Trust,NK,1000,1000,1,7.72,10-MAY-2021,,06-MAY-2031,,,,,INE219X07272
INDIGRID,India Grid Trust,NL,1000,1000,1,7.97,10-MAY-2021,,06-MAY-2031,,,,,INE219X07280
IREDA,Indian Renewable Energy Development Agency Limited,N1,1000,1000,1,8.16,19-MAR-2014,13-MAR-2014,13-MAR-2024,,,,13-MAR-2016,INE202E07104
IREDA,Indian Renewable Energy Development Agency Limited,N1,1000,1000,1,8.16,19-MAR-2014,13-MAR-2014,13-MAR-2024,,,,13-MAR-2017,INE202E07104
IREDA,Indian Renewable Energy Development Agency Limited,N1,1000,1000,1,8.16,19-MAR-2014,13-MAR-2014,13-MAR-2024,,,,13-MAR-2018,INE202E07104
IREDA,Indian Renewable Energy Development Agency Limited,N1,1000,1000,1,8.16,19-MAR-2014,13-MAR-2014,13-MAR-2024,,,,13-MAR-2019,INE202E07104
IREDA,Indian Renewable Energy Development Agency Limited,N1,1000,1000,1,8.16,19-MAR-2014,13-MAR-2014,13-MAR-2024,,,,13-MAR-2020,INE202E07104
IREDA,Indian Renewable Energy Development Agency Limited,N1,1000,1000,1,8.16,19-MAR-2014,13-MAR-2014,13-MAR-2024,,,,13-MAR-2021,INE202E07104
IREDA,Indian Renewable Energy Development Agency Limited,N1,1000,1000,1,8.16,19-MAR-2014,13-MAR-2014,13-MAR-2024,,,,13-MAR-2022,INE202E07104
IREDA,Indian Renewable Energy Development Agency Limited,N1,1000,1000,1,8.16,19-MAR-2014,13-MAR-2014,13-MAR-2024,,,,13-MAR-2023,INE202E07104
IREDA,Indian Renewable Energy Development Agency Limited,N1,1000,1000,1,8.16,19-MAR-2014,13-MAR-2014,13-MAR-2024,,,,13-MAR-2024,INE202E07104
IREDA,Indian Renewable Energy Development Agency Limited,N2,1000,1000,1,8.55,19-MAR-2014,13-MAR-2014,13-MAR-2029,,,,13-MAR-2016,INE202E07120
IREDA,Indian Renewable Energy Development Agency Limited,N2,1000,1000,1,8.55,19-MAR-2014,13-MAR-2014,13-MAR-2029,,,,13-MAR-2017,INE202E07120
IREDA,Indian Renewable Energy Development Agency Limited,N2,1000,1000,1,8.55,19-MAR-2014,13-MAR-2014,13-MAR-2029,,,,13-MAR-2018,INE202E07120
IREDA,Indian Renewable Energy Development Agency Limited,N2,1000,1000,1,8.55,19-MAR-2014,13-MAR-2014,13-MAR-2029,,,,13-MAR-2019,INE202E07120
IREDA,Indian Renewable Energy Development Agency Limited,N2,1000,1000,1,8.55,19-MAR-2014,13-MAR-2014,13-MAR-2029,,,,13-MAR-2020,INE202E07120
IREDA,Indian Renewable Energy Development Agency Limited,N2,1000,1000,1,8.55,19-MAR-2014,13-MAR-2014,13-MAR-2029,,,,13-MAR-2021,INE202E07120
IREDA,Indian Renewable Energy Development Agency Limited,N2,1000,1000,1,8.55,19-MAR-2014,13-MAR-2014,13-MAR-2029,,,,13-MAR-2022,INE202E07120
IREDA,Indian Renewable Energy Development Agency Limited,N2,1000,1000,1,8.55,19-MAR-2014,13-MAR-2014,13-MAR-2029,,,,13-MAR-2023,INE202E07120
IREDA,Indian Renewable Energy Development Agency Limited,N2,1000,1000,1,8.55,19-MAR-2014,13-MAR-2014,13-MAR-2029,,,,13-MAR-2024,INE202E07120
IREDA,Indian Renewable Energy Development Agency Limited,N2,1000,1000,1,8.55,19-MAR-2014,13-MAR-2014,13-MAR-2029,,,,13-MAR-2025,INE202E07120
IREDA,Indian Renewable Energy Development Agency Limited,N2,1000,1000,1,8.55,19-MAR-2014,13-MAR-2014,13-MAR-2029,,,,13-MAR-2026,INE202E07120
IREDA,Indian Renewable Energy Development Agency Limited,N2,1000,1000,1,8.55,19-MAR-2014,13-MAR-2014,13-MAR-2029,,,,13-MAR-2027,INE202E07120
IREDA,Indian Renewable Energy Development Agency Limited,N2,1000,1000,1,8.55,19-MAR-2014,13-MAR-2014,13-MAR-2029,,,,13-MAR-2028,INE202E07120
IREDA,Indian Renewable Energy Development Agency Limited,N2,1000,1000,1,8.55,19-MAR-2014,13-MAR-2014,13-MAR-2029,,,,13-MAR-2029,INE202E07120
IREDA,Indian Renewable Energy Development Agency Limited,N3,1000,1000,1,8.55,19-MAR-2014,13-MAR-2014,13-MAR-2034,,,,13-MAR-2016,INE202E07146
IREDA,Indian Renewable Energy Development Agency Limited,N3,1000,1000,1,8.55,19-MAR-2014,13-MAR-2014,13-MAR-2034,,,,13-MAR-2017,INE202E07146
IREDA,Indian Renewable Energy Development Agency Limited,N3,1000,1000,1,8.55,19-MAR-2014,13-MAR-2014,13-MAR-2034,,,,13-MAR-2018,INE202E07146
IREDA,Indian Renewable Energy Development Agency Limited,N3,1000,1000,1,8.55,19-MAR-2014,13-MAR-2014,13-MAR-2034,,,,13-MAR-2019,INE202E07146
IREDA,Indian Renewable Energy Development Agency Limited,N3,1000,1000,1,8.55,19-MAR-2014,13-MAR-2014,13-MAR-2034,,,,13-MAR-2020,INE202E07146
IREDA,Indian Renewable Energy Development Agency Limited,N3,1000,1000,1,8.55,19-MAR-2014,13-MAR-2014,13-MAR-2034,,,,13-MAR-2021,INE202E07146
IREDA,Indian Renewable Energy Development Agency Limited,N3,1000,1000,1,8.55,19-MAR-2014,13-MAR-2014,13-MAR-2034,,,,13-MAR-2022,INE202E07146
IREDA,Indian Renewable Energy Development Agency Limited,N3,1000,1000,1,8.55,19-MAR-2014,13-MAR-2014,13-MAR-2034,,,,13-MAR-2023,INE202E07146
IREDA,Indian Renewable Energy Development Agency Limited,N3,1000,1000,1,8.55,19-MAR-2014,13-MAR-2014,13-MAR-2034,,,,13-MAR-2024,INE202E07146
IREDA,Indian Renewable Energy Development Agency Limited,N3,1000,1000,1,8.55,19-MAR-2014,13-MAR-2014,13-MAR-2034,,,,13-MAR-2025,INE202E07146
IREDA,Indian Renewable Energy Development Agency Limited,N3,1000,1000,1,8.55,19-MAR-2014,13-MAR-2014,13-MAR-2034,,,,13-MAR-2026,INE202E07146
IREDA,Indian Renewable Energy Development Agency Limited,N3,1000,1000,1,8.55,19-MAR-2014,13-MAR-2014,13-MAR-2034,,,,13-MAR-2027,INE202E07146
